reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,day_diff,helpful_yes,total_vote
A245847KYYDMSN,B007WTAJTO,"kevin ""Old HP Guy""","[0, 0]",It has worked perfectly for last few weeks. I am using it in a Garmin dash cam system. It has replaced the original 4Gig chip originally supplied with the unit. I have been using Sandisk chips for over ten years with absolutely no issues. This is top of the food chain for SD micro chips.,5.0,Bought this to replace 4Gig chip in my new Garmen dash cam,1401667200,2014-02-06,305,0,0
AQRQ9XF4Q3QQ0,B007WTAJTO,Kevin Speidel,"[0, 0]",This is the third sd card I've bought. All have performed outstanding. Great for use in my cellphone and tablet.I definitely recommend this card.,5.0,Excellent Card!,1392681600,2014-02-18,293,0,0
A12AA88TJQQCP7,B007WTAJTO,Kevin Trimble,"[0, 0]","No problems.  I enjoy the added space for movies. Not sure what else to say about it.  If you need the GBs, get it!",5.0,Works like it should,1363392000,2013-03-16,632,0,0
A1C8IA8AIREM88,B007WTAJTO,Kffnbrgr,"[0, 0]",And works great. Slipped the card in place and with a small snap I was ready to go. My experience was very satisfied.,5.0,Great Price,1398124800,2014-04-22,230,0,0
AADUG1YWB25WG,B007WTAJTO,K. Fifield,"[1, 1]","These work great with Samsung S3 and Note 10.1. Ipads and Iphones got nothing on this, those users are amazed when they see all the parts manuals and technical documents and pictures I have at my fingertips (I have over 30gb of documentation and pdfs and pictures), all without some &#34;cloud&#34; that sucks your data especially when traveling out of the country, and with 32gb device memory still more than half free.",5.0,No device should be without one of these,1398729600,2014-04-29,223,1,1
AIATBRWAEKYST,B007WTAJTO,"K. Gross ""S.F. Magician""","[0, 0]","Card has failed several times in the phone I installed it in. I purchased it for the phone where it has resided for a month. In that time, it has required reformatting three times which makes its utility useless as a storage device.",1.0,Constantly requires reformatting therefore useless,1369008000,2013-05-20,567,0,0
A2E8M13C6BWPCQ,B007WTAJTO,Khalid,"[0, 0]","This microSD is helping me alot for my Samsung Galaxy Note. If you are storing lots of music, photos, and videos for your phone and looking for high speeds rate of reading, then this the wise choice to buy.",5.0,Fast and a lot of storage capacity,1355702400,2012-12-17,721,0,0
A1UTKWU3XZWSD4,B007WTAJTO,K. Hayes,"[0, 0]","Got this for my Galaxy S3 after getting it's bigger brother for my new camera. needed the extra space for all my media(music, photos, video) and as usual, Sandisk delivers. Very very satisfied.",5.0,another one,1357257600,2013-04-01,616,0,0
A2W7KDU0I8JNU,B007WTAJTO,k,"[0, 0]","I was a little disappointed since it came without a box. So, where do I leave the adapter while the card is in the camera?",3.0,Comes without a box.,1360972800,2013-02-16,660,0,0
AIXMKPW78DAN8,B007WTAJTO,kh,"[0, 0]",It's a memory card. What else is there to say. This is a Class 10 so it reads and writes files very quickly.,4.0,works ok,1368921600,2013-05-19,568,0,0
A2Q6FB4AZX7FY1,B007WTAJTO,K. Hollingsworth,"[0, 0]","Works flawlessly, never had any problems with it and I've moved data on and off of it constantly.",5.0,"Great, reliable memory.",1404950400,2014-10-07,62,0,0
A3LP42GW4T7Z0W,B007WTAJTO,KIBILL,"[0, 0]",I have several of these microSD cards I found that it's easier to have one for each camera that I have and with the price of these cards you can go wrong.. I have a total of 10 and not one of them has failed!,5.0,Can't beat the price..,1401235200,2014-05-28,194,0,0
A3COAS8F6BNJDX,B007WTAJTO,Kichwa,"[0, 0]","It is a good match for the Sansung ATIV.  I don't know that I have used it yet but, it's in there.",4.0,It works for me.,1375056000,2013-07-29,497,0,0
A3GAEVQR5F9Q9J,B007WTAJTO,Kiendawtcom,"[0, 0]","I don't like Micro SD cards, but it's a necessary evil to save space on the GoPro Hero 3+. I find that they are too easy to misplace and it's annoying having to keep the empty shell around when I need to transfer the data to my computer via the SD slot. That said, the Class 10 speed is nice and I haven't had any real world data rate problems when shooting GoPro footage even at the higher frame rates and resolution.",5.0,I Hate MicroSD. But GoPro Doesn't. This Works.,1404345600,2014-03-07,276,0,0
AC13PYUU7CXRA,B007WTAJTO,Kiko83,"[0, 0]",This SanDisk brand is one of the most accurate and secure for SD memory cards. I recommend it for sure.,5.0,OK,1377216000,2013-08-23,472,0,0
A3PGE0N774CEXW,B007WTAJTO,Kim,"[0, 0]","There really isn't much to say about this card other than it's been very reliable and handles HD video from my GoPro Hero 3 very well and without a glitch.I'm not offering any benchmarks or other measurements of speed in comparison to other Class 10 MicroSD cards. All I can tell you is that this card has yet to fail me and I am a longtime video professional who works in a commercial/advertising/marketing environment, so I need things to be reliable for all of my clients.Recording and transferring video from device to computer is a snap and I've had no issues with it since I began using it.",5.0,Works great in my GoPro Hero 3,1371945600,2013-06-23,533,0,0
A2DDTHUPCXB6Y,B007WTAJTO,Kim Wiggins,"[0, 0]","For the price, this is the bast for android phone, very fast and holds alot of stuff on it.I would recomend this for phone or for camera",5.0,Sandisk,1389571200,2014-01-13,329,0,0
AS3RORFY35F9E,B007WTAJTO,Kim Williams,"[0, 0]",I bought this card for my Samsung Galaxy phone. I have mounted the card and my apps are using it but I can't seem to get my photos to store there. It works just fine and gives me the added storage capacity I want I now need to figure out how to use it. This brand is really the only brand I would consider buying.,5.0,memory card,1372464000,2013-06-29,527,0,0
A3DOEJL59L3SPA,B007WTAJTO,Kindle Customer,"[0, 0]",Have used this same SD card in me Galaxy S3 for the whole time I had it then put it in my S4 when I got that and have had no issues.  Has been fast and reliable and I have gotten what I paid for that's for sure.,5.0,Love it,1384992000,2013-11-21,382,0,0
A1Y6RTMK10TWWF,B007WTAJTO,kinematic,"[6, 7]","did not work when first inserted into my samsung galaxy tab 2 10.1 with ICS. put it in my samsung galaxy sII phone which recognized it and formatted it. then placed it back in my tablet and 57GB are available. should note that my phone was not running ICS at the time, that was yesterday and now it has ICS on it. So not sure if that matters but it does work and i now have a 64GB micro SD card that works in my tablet and pc and phone. so much for the 32GB limit.Enjoy!",5.0,Works in Samsung Galaxy Tab 2 10.1 after formatting w/phone,1347062400,2012-08-09,851,6,7
A12FEQHI898W1T,B007WTAJTO,KINGERZ,"[0, 0]",Super fast and quick read/write which i'm using for my GoPro and Surface Pro.,5.0,Five Stars,1405036800,2014-11-07,31,0,0
A2Z20G52ZTG3TG,B007WTAJTO,KingNigel,"[0, 0]","Ok, this is how I transferred the files on my old microSD card to this one.1. Turn off device and remove old microSD card2. Put old microSD card in adapter and put into laptop (SD card can be found in &#34;My Computer:).3. Copy all the files and paste onto laptop in &#34;My documents&#34;4. Remove old microSD card and insert new microSD card into laptop.5.Copy files in &#34;My documents&#34; and paste them directly to new microSD.6. Put new microSD in the device and turn device on. Enjoy the space!-Quick note: The actual space on this card is roughly 29.7 GB due to some formatting and files already on the card. Hope this helps.",5.0,Love the space,1355961600,2012-12-20,718,0,0
AFXELZCMVXMV6,B007WTAJTO,KingQuadder,"[0, 0]","Works great.  Use it in my Galaxy Note 3 to store music, files, etc.  The adapter is handy for transferring files from PC to card without using a USB cable and going through the phone - seems to go faster.  Still can't believe they can cram 64 GB (shows up as just under 60 on the phone, by the way) on something the size of a fingernail.",5.0,Memories...,1388361600,2013-12-30,343,0,0
A1ZGZO1GPP2WRY,B007WTAJTO,"K. Ingram ""spiffykyle""","[0, 0]","Popped this into my Samsung Galaxy S4 right out of the box. No issues whatsoever. Have saved music, movies, photos, etc, with no issue. The adapter works in my computer and printer.",5.0,Works as advertised,1371772800,2013-06-21,535,0,0
A39S2L4J4ICRUZ,B007WTAJTO,Kirk,"[0, 0]","Well i got it for my go pro hero 3. the hero 3 takes this instead of regular sd cards, it seems to be working fine and its the same type that go pro sells of of their site for the hero 3.",5.0,Got it for my Go Pro hero 3,1371600000,2013-06-19,537,0,0
A2M4BJK1LPB2OW,B007WTAJTO,Kit Cat,"[0, 0]","Just received this today. Removed it from the packaging and inserted it into my Samsung Galaxy S3 (Verizon) and powered the unit back up and the storage was available. No formatting required. Worked the first time out. Settings showed 29.71GB of total space (32GB version) and 29.71GB of free space. I like the fact that a SD adapter came with it. Should I ever need to insert the card into my laptop it will come in handy. (yes I can plug my phone directly to my laptop but if I ever swap this 32GB card out of my phone and replace it with a 64GB version, I can use this 32GB version via the adapter for other purposes.)",5.0,ready for use on the Galaxy S3,1353888000,2012-11-26,742,0,0
A23XU25A8473RI,B007WTAJTO,KitchenBrews,"[0, 0]","Exactly what you're hoping for in a micro-SD card. Tons of space and super fast. And YES--local storage is absolutely necessary for media storage! Tunes, videos, even pictures....back them up on the cloud, but keep a copy/copies local!",5.0,"Reliable, Fast",1388448000,2013-12-31,342,0,0
A1BNT5Y6ZJRB7V,B007WTAJTO,kitchen witch,"[0, 0]","THis is GREAT for my tablet, OMG I have SO MUCH STUFF on storage that it would take me forever to read, listen, and watch it all. Very nice. Very nice indeed.",5.0,"Go AHEAD, YOU WANT THIS",1359504000,2013-01-30,677,0,0
A3FJE1JPA27CFR,B007WTAJTO,Kitt Schilke,"[0, 0]",It went into my phone and stores my pictures well.  I just take it out and plug it into my laptop and transfer pictures.,5.0,Worked Well In My Phone,1395273600,2014-03-20,263,0,0
A2CBE8J2CL76X7,B007WTAJTO,Kjeep,"[0, 0]",WE use these in our phones to carry our favorite tunes or take lots of pictures.  They are excellent quality.,5.0,San Disk quality,1376611200,2013-08-16,479,0,0
A2BW2AE4FVJ0SL,B007WTAJTO,K. Jewell,"[0, 0]","And this isn't an add for an apartment.  More room than I need, but I am bit OCD and tidy up my texts, emails, and picture often.  I think most woman might need a Terabyte Micro-SD card?  LOL, J/K ladies!!!",5.0,HUGE ROOM FOR STORAGE AVAIBLE,1367884800,2013-07-05,521,0,0
A28UTBP2MDT2Q0,B007WTAJTO,kj,"[0, 0]","I connected it to my galaxy S4, but every now and then (once or twice a week) it will eject from my phone and the phone will need to re read the card. It's not a big issue, but when it happens you may need to wait like 4 min for your files.It happens a lot less now that i dont use the powersaving funtion. Something about the powersaving on the phone seems to not deliver enough power to the card.",3.0,Works For the Most part,1388188800,2013-12-28,345,0,0
A18R50B4PS1Z5X,B007WTAJTO,"KJ Kumar ""KJ Kumar""","[0, 0]","Absolutely a perfect MicroSD Chip.4500 songs were transferred into it, effortlessly and I have  balance of about 50% of usable space.SanDisk is a synonym with all Engineers and I need not add any thing to glorify it.Thank you SanDisk thank you AMAZON.SincerelyKJ Kumar",5.0,SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card with Adapter... SanDisk,1379203200,2013-09-15,449,0,0
A1T0Y07DN3RJI,B007WTAJTO,KK,"[0, 0]","Works well with the tablet and htc phone, it doesn't need to do formatting. The devices recognized immediately with no problem. Recommended!",5.0,Excellent.,1388707200,2014-03-01,282,0,0
AO2ZEA973Y8D3,B007WTAJTO,KKJ,"[0, 0]","lots of room on here for movies, video, if you need the space, this is it, and they offer more GB too",5.0,roomy,1366848000,2013-04-25,592,0,0
ALV7VONC9EO75,B007WTAJTO,"KK ""verbal2afault""","[0, 0]","Always Buy More Memory is my new rule. This memory card is easy to use and captures loads of video, but you do need to download every PM. Works fine with my Mac, have not used it with a PC.",5.0,"Yes, I filled it up once already",1399593600,2014-09-05,94,0,0
A1IQ7BBY8FS7FS,B007WTAJTO,K. Lai,"[0, 0]",Loaded songs for my bluetooth headset and it sounds great.  No issues so far.,5.0,Five Stars,1405123200,2014-12-07,1,0,0
A26AZ0QV6V1WLL,B007WTAJTO,Klauss,"[0, 0]","Works GREAT ! ! ! ! 100% compatible!!! Very fast on my Asus table, highly recommended for any kind of files, specially for movies because of its speed.",5.0,"using on my Asus Memo Pad Smart ME301T-A1-BL 10.1 Inch 16"" Tablet",1370304000,2013-04-06,611,0,0
A2Q8J8IL6V9M5T,B007WTAJTO,"K. Lechliter ""Walker Boh""","[0, 0]","Tony the Tiger has nothing on this deal. It was only $1 more for this chip than it is for the generic version from Micro Center, so I could not resist. I tossed this into a Samsung Galaxy Note II, which I also love.",5.0,GREAT!,1357257600,2013-04-01,616,0,0
A303DPVG2ULRF3,B007WTAJTO,K Lee,"[0, 0]","With the adapter, I can use this with DSLRs and other video-capturing items that demand a lot of data transferred faster.  It's pretty crucial especially when you can snap off 10 to 15 photos per second to get some really good sequences and every little bit helps when your files are 8MB a piece.",5.0,"Class 10, great even for photos!",1354838400,2012-07-12,879,0,0
ARTQJ9QWNZY3Z,B007WTAJTO,Klew,"[0, 0]","Something this small with so much information stored on it freaks me out. But I've had zero problems with it over the past year. The only issue I had is that the adapter that came with it did not work. The microsd card went into it kind of sidways like it was made wrong. Luckily I had another adapter lying around, and the sd card itself works perfectly and I've had no issues with data loss or corruption.",4.0,Use it with a Droid RAZR MAXX - adapter sucks,1380153600,2013-09-26,438,0,0
A2XXGAVPSRBTGZ,B007WTAJTO,K lewis,"[0, 0]","i was reading some reviews about this and honestly i really don't notice the speed. but the storage of it is epic. 64gb card +32gb phone = ... a lot of information.... and i save and store alot of things. For me its a great card to hold stuff and a speed i really don't noticed, However i want to add that this card is not slow i just don't notice the difference using a 32gb class4 vs 64gb class10 on a e890(optimums g PRO)",5.0,its okay,1391990400,2014-10-02,67,0,0
A1QE2HV9T1ECTJ,B007WTAJTO,K. Lewis,"[0, 0]",This is a great addition to a tablet. I store and watch movies on it as well as music and pictures. It does everything it says it does in its description and i have had it for about a year with no issues at all. I cant really think of anything bad to mention at all except that its so much memory in much a small package it could be the easiest way to loose nearly 100 movies in a washing machine and not even notice.,5.0,Works perfect with my tablet!!,1397260800,2014-12-04,4,0,0
AQQTTYTRXWSV,B007WTAJTO,"K. L. Palfi ""Pal, K""","[0, 0]",best best best productreliableown a fewone isnt enoughgood price I guesswill prob buy more at some point,5.0,love this,1370995200,2013-12-06,367,0,0
A2XRDN59NP1TL0,B007WTAJTO,Kluya,"[1, 1]","I bought this to expand the capacity of my Galaxy S5 for music, pictures, and video. I plugged the card into the phone...and I have about 60GB more space. I don't notice any lag from the phone accessing files from this card as opposed to internal memory. It seems just as fast.",5.0,Works great with Galaxy S5,1398643200,2014-04-28,224,1,1
A157IMWTDV1TCX,B007WTAJTO,kmac,"[0, 0]",I have no complaints.  The micro SD is very fast and fits nicely into the adapter as well.  Great buy.,5.0,Very Good card,1390953600,2014-01-29,313,0,0
A13VPFBI3J7ORD,B007WTAJTO,K. Maglinte,"[0, 0]",I plugged this into my Galaxy S3 and the memory was read immediately without having to reformat the disc or do any other preparation. It was just plug and play. 32GB was plenty of space to put my music collection and still have space for recording HD video (in addition to the on board hard disc of the phone). The phone even prompted me as to change the default location of photos and videos.,5.0,Works great in Galaxy S3,1349136000,2012-02-10,1032,0,0
A2CCNE77SUTEEL,B007WTAJTO,K. Matney,"[0, 0]","I bought this for my LG Optimus G Pro, to hold my 24 GB music collection - it works great.  It took a while to transfer all my music, but that can be expected.  Once I popped this into the phone and started us the music player, it found a cataloged all my music.  I don't like the latest default Android music player, but that's another story (and there are other music players you can download).",5.0,Decent speed and no issues,1393632000,2014-01-03,339,0,0
A1DGYYXXL8A5R5,B007WTAJTO,"K. McCall ""kdogg24""","[0, 0]","Works perfectly in my gopro black edition and offers a lot of space, very happy overall. would recommend to friends.",5.0,Great card,1397865600,2014-04-19,233,0,0
A1F5TPJRIL34PI,B007WTAJTO,KM,"[0, 0]",Haven't had much time to place items on this card yet.  Formatted to my Samsung Galaxy Tab no problem.  Seems to do the job will keep you posted if problems arise?,4.0,So far so good,1355788800,2012-12-18,720,0,0
A3VHGUZCGYA4KK,B007WTAJTO,"kmrotterdam ""kmrotterdam""","[0, 0]","Got a great price on this 64gb memory card. It works fine. The speed is OK, nothing blazing (took a few minutes to move 10gb of data), but it serves my purposes. It has been reliable for me over the past few months.",5.0,Great price and reliable so far,1367280000,2013-04-30,587,0,0
AT720R2IEDPTE,B007WTAJTO,Knowidea,"[0, 1]",Writes & reads really fast. The card that came with my dash cam would pause about 11 seconds between files. With the Ultra there is only a one second pause. Now I won't be returning the dash cam. Highly recommend!,5.0,Saved the day,1365206400,2013-06-04,552,0,1
A1I3AB6L2LUGBT,B007WTAJTO,Knowledgable Reviewer,"[0, 0]","It's 64GB and it's in my phone.  Really, that's all you need for a review.  What more could you want?  I have all my music, several movies and I can record stuff on camera at full HD without worrying about running out of space.  No issues at all.  Did I mention it's 64GB?",5.0,It's 64GB,1385683200,2013-11-29,374,0,0
A2R02HGGRITYGU,B007WTAJTO,Koozie,"[0, 0]","As a quick note, unless they're on sale, it's best to avoid buying these in big box stores because they almost always seem to be overpriced. I purchased three of these for family members for their Samsung S4 phones and they're all very happy and pleased with them.",5.0,Much cheaper than in the store.,1389916800,2014-01-17,325,0,0
A1OXJYR350GASZ,B007WTAJTO,kos,"[0, 0]","I needed this for my phone. I listen to a lot of music and 32 GB's is not enough. It took me a while to get it to work since my phone is older and not capable of working with Ex-Fat, but once I got that straightened out, it's worked great.",5.0,Great!,1369440000,2013-05-25,562,0,0
A1NVMYIKRKCP16,B007WTAJTO,Kosmic Kurt,"[0, 0]","SanDisk  is consistently the best media out there.  It works ever time and is always compatible with all my devices.  I have never had an issue with SanDisk.  Quote simply, they just work.",5.0,The Best,1388448000,2013-12-31,342,0,0
A2ARTM82FHYF82,B007WTAJTO,K. Quade,"[0, 0]","Worked as advertized, loads fast.  Only problem was pulling it out of the adapter after Loading it on my computer.",4.0,Good memory card,1355443200,2012-12-14,724,0,0
A2E0UXMHUL9CG9,B007WTAJTO,K. Rahman,"[0, 0]","Works great, I'm not a techie kind of person hence don't know if the speed and ratings are for real.. But it works for me",5.0,"Works great, arrived before time",1396137600,2014-03-30,253,0,0
A39G3NXFBMCA2J,B007WTAJTO,Kratos101i,"[0, 0]","the extra room on my phone is great but ive noticed since installing it that its a lil slow when transferring files from my phone to the card, its not like im sitting there forever but its a noticeable difference between my old card and this one",4.0,love the extra room but its a lil slow,1348358400,2012-09-23,806,0,0
AWTOC4VJ79AJD,B007WTAJTO,Kris Bishop,"[0, 0]",Was very concerned when I realized this sd card was NOT the correct one for go pro.  But all seems ok at this time.,4.0,WORKS OK,1402963200,2014-06-17,174,0,0
A1H6BS1224067O,B007WTAJTO,Krishna,"[1, 1]",Bought this to add additional memory to my Nokia Lumia 520 and works great as soon as I popped in the card.,5.0,great product,1388102400,2013-12-27,346,1,1
A27H33TIVPWEBQ,B007WTAJTO,Krishnan,"[0, 0]",works as advertised. Using this with Q10 which supports only 32gb. So far no issues. totally happy with the purchase.,5.0,excellent,1377561600,2013-08-27,468,0,0
A3DRYCQMFXIM5O,B007WTAJTO,Kris Kluge,"[0, 0]",Scan Disk 64 Gig for under $40 there was nothing to decide.  I spent the money and was glad i did.,5.0,64 GB,1396742400,2014-06-04,187,0,0
A25SV9WD3JNOKN,B007WTAJTO,Krist,"[0, 0]","really fast memory card, go along well with the GoPro. front side feels great in the hand so you won't forget to put it in the save area when you are grabbing it",5.0,Works well,1369180800,2013-05-22,565,0,0
A23FM0S3J3JYAL,B007WTAJTO,KRISTOFFER FEATHERINGHAM,"[0, 0]","Had had this for about 6 months now and it's in my Samsung Galaxy S4.  Haven't had any storage issues and it was a breeze to put in the phone.  I went with SanDisk because of their reputation and reliability.  Sure... I could have gone a little cheaper in price, but it wasn't all that expensive to start with, so why not spend a little extra and get something that will last.",5.0,Simple and easy...,1389052800,2014-07-01,160,0,0
A5BXA4BQOK0S2,B007WTAJTO,"Kristopher D. Michaels ""The Nightwalker of CA""","[0, 0]","Works great and it is so nice to have enough space for all my movies and books, comics and such that I like to keep on my tablet.",5.0,Love it!,1386720000,2013-11-12,391,0,0
A2ZLMZOS5ERKZ8,B007WTAJTO,Kristopher Rattansingh,"[0, 0]","I love these cards, 3rd one I've bought now. Never any buffer issues from my GoPro Hero3+, Nikon v1 nor Nikon 5200.",5.0,Great!,1395792000,2014-03-26,257,0,0
A3Q5L4RYRNA9B,B007WTAJTO,K. Rodriguez,"[0, 0]","This card only lasted two weeks before it began giving read errors. I used it in a dash cam and no matter how many times I formatted, it would only record for about a minute before failing again. I picked up a PNY card since and it has worked beautifully. Unfortunately, I've been swamped and forgot to return this card before my 30 days. Not happy about that!",1.0,Failed after 2 weeks of minimal use.,1376006400,2013-09-08,456,0,0
A3TD5DN6M5OSRA,B007WTAJTO,"KSamalik ""Kyle""","[0, 0]","I bought this with the sole intention of putting it in my Samsung Galaxy S3. I had to use a tool to format the card to FAT32, but once I did so, the card worked great. I have been taking advantage of the extra room I have for music, videos, pictures, etc. The SD adapter that comes with this is also handy.The transfer speeds didn't feel like class 10 when connected and transferred files from my computer, but my computer is 5 years old, so it's very possible that it's the problem. Other than that, I'm completely satisfied.",5.0,My galaxy s3 loves it!,1366588800,2013-04-22,595,0,0
A1GHEEH671H415,B007WTAJTO,K. Siler,"[0, 0]","A lot of the other class 10 micro SD cards that came out seemed to have issues after a year of usage.  This one works great in my Galaxy S3.  I also like the color on the card, so much better than just black! So stylish. (except it's hiding inside the back of my phone)  Maybe I should make a clear window just where the micro SD card is.  So everyone knows I am using the SanDisk Ultra class 10. hmm",5.0,Finally a Class 10 that works for Micro SD,1370217600,2013-03-06,642,0,0
A1IR318Y9HN8HS,B007WTAJTO,K. Sims,"[0, 0]","This tiny little card fit right into the slot on a Samsung Galaxy Tab 2 7.0.The tablet recognized it right away and after some tweaking we are using the card as a storage backup for music, photos and video.",5.0,No Problems Whatsoever,1401926400,2014-05-06,216,0,0
A3VQNE5LHNHCCS,B007WTAJTO,"K. Smith ""&#34;SK&#34;""","[1, 1]",I just removed the back cover and plugged this into our new Galaxy S4 and the phone recognized it immediately (indicated had 59.47GB of storage available on SD card) ... I loaded some pics and videos on it for good measure and it works fine...recognized the SDXC.  I assume it is file system formatted for exFAT.,5.0,Works on the new Samsung Galaxy S4... with no pre-formatting!,1367020800,2013-04-27,590,1,1
A2SYBP3AH8LLN,B007WTAJTO,"ksm ""k_man""","[0, 0]","Works well.  Came with an SD adapter and I'm using it in a portable video camera.  Captures everything, even 1080p at 30 fps just fine.  No rate issues.",5.0,Works very well,1350432000,2012-10-17,782,0,0
A56TZWVOHHX4S,B007WTAJTO,KSY,"[1, 1]","I tested it in several UHS-1 compliant devices and found the write speed at 11-12 MByte/Second. Sounds fine for a class 10 card but this is not what I was paying for. I don't expect it to run anywhere close to UHS-1 interface speed (104 MB/S) but it should be close to 30 MB/S as the manufacturer advertised. I have a lot more choices if I am only looking for a class 10 card.Indeed, microSD cards are usually slower than full-size SD card. They use the same Flash controller so the reason is really microSD cards use slower NAND Flash. Manufacturers know you are not going to use microSD cards in high-speed SLRs so they get to sell you lower quality NAND at a premium. My advice to you the photography enthusiasts is to buy full-size SD cards rather than microSD cards with adaptors.That said, the compatibility is great. It works great with my tablets, PCs, GPSs and phones. That is what I like about SanDisk. They do thorough compatibility tests before product release.",4.0,Not as fast as it advertised but...,1356652800,2012-12-28,710,1,1
A2I6GN7OHB9JKF,B007WTAJTO,ktr,"[0, 0]",works great in my galaxy s4,5.0,Five Stars,1404172800,2014-01-07,335,0,0
A19R7GVV216QKY,B007WTAJTO,Kunchok,"[8, 118]","If price is also double of 64 GB card, then it goes straight to my shopping cart. Otherwise it will remain in my wish list.",5.0,Price??,1393286400,2014-02-25,286,8,118
A3EQK8ISMS72F9,B007WTAJTO,"Kurt Thomas ""Adventurous type""","[0, 0]","I needed a large capacity, dependable high speed card for my action cam on a fishing trip and this card delivered in spades! Recording and playback were flawless.",5.0,No worries.,1390608000,2014-01-25,317,0,0
AWD875WG6S6D8,B007WTAJTO,KWhite,"[1, 1]","I Finally took the plunge and got this guy. I was worried it wouldn't work with my Samsung Galaxy Tab 2 10.1.  After reading some of the reviews how people 'got it working', I finally decided to give it a try.First of all, I want to say there was no 'getting it to work'.  I put it in and it recognized it immediately.  I didn't have to pre-format it or do anything hokey with it.  I used the tablet to format it anyways (there might be some optimization things that can happen), but it work!  Now, I can load all my songs and movies onto one card as opposed to keeping them on two and swapping between them.Hey Samsung, why don't you make a tablet that holds more than one microSD card?  I'd buy it.*********** Update **************I bought another one to go in my Galaxy S5 for $40.  Even though the 128GB will work in the phone, I couldn't see paying literally 3x more for only twice the memory.  So these work great!",5.0,"I was hesitant, I wish I wasn't",1374624000,2013-07-24,502,1,1
A1VY7VIERI0RKS,B007WTAJTO,KY,"[0, 0]","I bought two pieces and they were working well, but after filling one of them with videos, the entire card just failed. I was unable to reformat it, even by using Partition Magic. Otherwise the other one is working just fine.",3.0,Bought two of these but one was faulty,1356825600,2012-12-30,708,0,0
A1SUQGD3872HX8,B007WTAJTO,Kyle A,"[0, 0]","I purchased this to extend my Windows Phone 8 device's memory, and basically put all my music on.  At first, the phone wouldn't recognise the card, but it worked everywhere else I tested it.  Then I had Verizon replace the phone and the card worked perfectly.  No complaints about the performance, and it provides plenty of space for pictures and music.",5.0,Works fine with a Nokia Lumia 822 phone,1403740800,2014-06-26,165,0,0
A3CZK0O2KZKIBC,B007WTAJTO,Kyle C,"[0, 0]",I hate how people complain the transfer speed isn't the &#34;promised&#34;  30/mbs. It even says in the fine print that it depends on the product you are using the card on. I bought this to upgrade my Galaxy Note 2s memory. Bought on sale for about 20$ and Amazon credited me the difference when it went on sale a week later for 17$. Very satisfied great product and great customer service. Thanks Amazon!,5.0,Great product at great price...  READ THE FINE PRINT!,1386201600,2013-05-12,575,0,0
A2WC9ILXPKIVDH,B007WTAJTO,Kyle,"[0, 0]","I have a 4gb and an 8gb micro sd card so I finally had to upgrade since I was getting close to filling up both cards. The micro sd arrived a week before so I do recommend these guys.Update--So for some reason the sd card wants to be dumb and work and not work with my phone (Motorola Razr M). Now I know it's not the phone because it works perfectly fine with the other sd cards I have. I haven't contacted the sellers yet, but probably will soon if it continues to act up.",5.0,Upgraded,1372377600,2013-06-28,528,0,0
A7BADSLJWVDZV,B007WTAJTO,Kyle,"[0, 0]","SanDisk has always made reliable products, and this offers good speed, as expected capacity, and good price for its capacity",5.0,"Fast, inexpensive, and trustworthy",1391126400,2014-01-31,311,0,0
A3UAIT35BGMBLZ,B007WTAJTO,Kyle Kamperschroer,"[0, 0]","There really isn't a whole lot to say about this. The amount of storage space is fantastic.There are options for using this on older devices, that don't necessarily support MicroSDXC formats. Windows, by default, will only allow you to format the card as exFat or NTFS. These formats will work for most new devices, but some may have issue.If you use FAT32 as the filesystem instead, you can use this card for older devices, and it still works great with Android. I've been using this card on my old Sandisk Sansa Fuze (running Rockbox) and it works great. I was not expecting that, but I am very happy with it!",5.0,Massive Storage for a Good Price,1377734400,2013-08-29,466,0,0
A1NL56D0Y0TORY,B007WTAJTO,"Kyle ""KYle""","[0, 0]",Samsung gives you the ability to install apps on your SD card with Galaxy devices. I had a class 4 SD card before and initially blamed the tablet. I thought I was going to have to get it replaced. It was the SD card.I got this SD card and have yet to experience any issues! Love this thing!,5.0,Used in Samsung Galaxy Note 10.1 2014 Edition,1394755200,2014-03-14,269,0,0
A2N8MJWR19U887,B007WTAJTO,Kyle R McCombs,"[0, 0]","Works perfect, Price is perfect, Cant beat it! I bought this for my Galaxy Note 10.1 and I now have about 48GB total of storage!",5.0,Cheap and Reliable!,1385164800,2013-11-23,380,0,0
AO80AC8313NIZ,B007WTAJTO,kYpondman,"[0, 0]",I purchased this for my Samsung Galaxy lllS.  I never have to worry about running out of storage capacity.  Thousands of songs don't even make a dent.,5.0,lots of storage,1392422400,2014-02-15,296,0,0
A3QY52JWC79ZLB,B007WTAJTO,kyuumu,"[0, 0]",I bought two of these for mine and my husbands phones. They work awesomely so far. Gaining access is quick and there is lots of space. I would recommend this product to others.,5.0,Love it,1384300800,2013-11-13,390,0,0
A2MC0N85KTN7ED,B007WTAJTO,L11,"[0, 0]",bought this to replace a faulty card on my phone and it works great. haven't had any performance or corruption issues with it at all.,5.0,excellent product,1402099200,2014-07-06,155,0,0
